Game number,Game type,White player,Black player,White rating,Black rating,My colour,My rating,Winner,Did i win?,number of moves,White accuracy,White opening accuracy,White middle accuracy,White end accuracy,No. best white,No. great white,No. good white,No. ok white,No. inaccuracy white,No. mistake white,No. blunder white,Improvement white,Black accuracy,Black opening accuracy,Black middle accuracy,Black end accuracy,No. best black,No. great black,No. good black,No. ok black,No. inaccuracy black,No. mistake black,No. blunder black,Improvement black,User accuracy,User opening accuracy,User middle accuracy,User end accuracy,No. best user,No. great user,No. good user,No. ok user,No. inaccuracy user,No. mistake user,No. blunder user,Improvement user
104,180,Ainceer,jerryapaza123,727,757,White,727,Black,False,29.0,63.05,95.02,72.26,17.31,9,6,1,2,1,1,9,2,62.17,90.09,58.13,35.63,10,3,2,2,2,1,9,2,63.05,95.02,72.26,17.31,9,6,1,2,1,1,9,2
105,600,Ainceer,BPSL14,1153,1143,White,1153,Black,False,26.5,53.4,75.08,53.9,31.22,5,5,3,1,1,1,11,2,68.36,89.67,52.39,62.34,6,8,3,0,2,0,7,1,53.4,75.08,53.9,31.22,5,5,3,1,1,1,11,2
106,600,Ainceer,Cosmicpower20,1146,1207,White,1146,Black,False,34.0,69.47,73.05,66.63,68.41,13,6,2,0,4,1,8,1,59.11,40.1,70.49,68.48,9,6,2,1,2,2,12,0,69.47,73.05,66.63,68.41,13,6,2,0,4,1,8,1
107,600,anjelinadcruzz,Ainceer,1115,1153,Black,1153,Black,True,22.0,49.33,95.47,40.37,5.56,3,5,0,3,0,0,11,2,67.54,89.44,52.79,57.26,8,5,0,1,2,0,6,1,67.54,89.44,52.79,57.26,8,5,0,1,2,0,11,1
108,600,Ainceer,anjelinadcruzz,1152,1116,White,1152,Draw,False,40.0,76.81,83.28,68.21,78.44,17,7,1,2,7,0,6,1,66.57,45.02,81.36,74.99,16,6,4,0,1,1,12,0,76.81,83.28,68.21,78.44,17,7,1,2,7,0,6,1
109,600,NonemoreBlack,Ainceer,1175,1144,Black,1144,White,False,16.5,67.92,83.76,51.81,68.25,7,1,1,1,1,3,3,1,41.32,53.97,46.63,20.83,3,2,0,1,0,1,9,2,41.32,53.97,46.63,20.83,3,2,0,1,0,1,3,2
110,600,cubforbes,Ainceer,1148,1136,Black,1136,White,False,11.5,90.81,84.22,88.23,100.0,6,4,0,0,1,1,0,0,72.51,58.92,91.08,65.85,5,2,0,0,1,1,2,0,72.51,58.92,91.08,65.85,5,2,0,0,1,1,0,0
111,600,Ainceer,cook64,1127,1117,White,1127,Black,False,55.0,62.38,72.88,45.23,68.44,16,13,2,2,0,4,18,1,66.41,54.66,59.54,85.69,17,8,4,2,6,5,13,0,62.38,72.88,45.23,68.44,16,13,2,2,0,4,18,1
112,600,Ainceer,sambathkumarr,1136,1152,White,1136,White,True,27.5,61.13,74.05,49.02,58.88,8,6,1,1,1,2,9,1,55.8,78.47,52.17,36.78,5,6,1,1,1,4,9,2,61.13,74.05,49.02,58.88,8,6,1,1,1,2,9,1
113,600,JoshLjung,Ainceer,1165,1129,Black,1129,White,False,20.5,52.65,53.45,17.65,86.86,6,3,1,1,0,0,10,1,43.26,53.12,33.47,43.19,4,3,0,0,1,2,10,1,43.26,53.12,33.47,43.19,4,3,0,0,1,2,10,1
114,600,Somansh1,Ainceer,1104,1120,Black,1120,White,False,22.5,65.91,88.62,37.7,72.19,9,4,1,0,1,2,6,1,54.8,78.63,26.97,55.39,7,2,1,0,3,1,8,1,54.8,78.63,26.97,55.39,7,2,1,0,3,1,6,1
115,600,Ainceer,Sarech,1127,1075,White,1127,White,True,33.5,66.94,77.99,44.1,77.72,13,5,1,3,2,1,9,1,69.39,82.91,49.29,75.98,13,8,0,1,1,1,9,1,66.94,77.99,44.1,77.72,13,5,1,3,2,1,9,1
116,600,SilkyTawdry,Ainceer,1146,1136,Black,1136,Black,True,23.0,66.48,72.44,58.49,68.8,10,3,1,1,0,1,7,1,67.94,56.26,69.88,79.08,12,2,0,0,1,1,7,0,67.94,56.26,69.88,79.08,12,2,0,0,1,1,7,0
117,600,Ainceer,Sparky15,1144,1080,White,1144,White,True,18.5,77.53,97.41,95.39,36.47,9,4,1,1,0,0,4,2,54.45,87.39,31.86,44.1,2,4,1,2,0,3,6,1,77.53,97.41,95.39,36.47,9,4,1,1,0,0,4,2
118,600,patrickellan,Ainceer,1111,1151,Black,1151,Black,True,24.0,60.56,74.4,40.03,67.26,4,4,2,2,4,1,7,1,86.59,86.2,89.2,84.36,9,8,1,2,2,1,1,2,86.59,86.2,89.2,84.36,9,8,1,2,2,1,7,2
119,600,Ainceer,splayschess,1142,1117,White,1142,Black,False,31.0,69.74,71.86,64.97,72.18,6,12,3,0,2,0,8,1,63.83,81.31,56.53,51.91,11,3,3,0,4,1,9,2,69.74,71.86,64.97,72.18,6,12,3,0,2,0,8,1
120,600,Mohamed445599,Ainceer,1169,1134,Black,1134,White,False,17.5,73.96,68.36,70.2,83.33,10,1,2,0,0,0,5,0,46.3,47.1,34.05,60.04,4,1,0,2,2,0,8,1,46.3,47.1,34.05,60.04,4,1,0,2,2,0,5,1
121,600,jus4yurluv,Ainceer,1128,1126,Black,1126,White,False,40.5,67.53,58.07,63.41,82.15,18,3,2,2,2,4,10,0,61.33,65.81,59.97,57.86,11,8,2,1,3,3,12,2,61.33,65.81,59.97,57.86,11,8,2,1,3,3,10,2
122,180,legna244,Ainceer,767,704,Black,704,White,False,28.5,60.31,44.87,78.88,56.84,12,4,0,0,1,2,10,0,52.89,45.68,74.72,39.06,5,4,2,2,2,2,11,2,52.89,45.68,74.72,39.06,5,4,2,2,2,2,10,2
123,180,Lalit976,Ainceer,573,724,Black,724,Black,True,12.0,62.44,92.02,72.22,23.07,1,3,3,1,0,0,4,2,48.58,69.15,67.72,8.86,0,3,1,1,1,0,6,2,48.58,69.15,67.72,8.86,0,3,1,1,1,0,4,2
124,180,Ainceer,motomoto16,698,697,White,698,Black,False,14.0,79.04,94.67,98.21,35.54,4,5,0,2,1,0,2,2,57.69,75.7,42.02,54.75,3,2,1,2,1,0,5,1,79.04,94.67,98.21,35.54,4,5,0,2,1,0,2,2
125,180,David_Kalisch,Ainceer,649,717,Black,717,Black,True,65.0,72.28,54.93,68.47,94.44,25,12,4,3,4,3,14,0,74.66,67.32,65.44,92.02,23,15,4,2,5,5,11,1,74.66,67.32,65.44,92.02,23,15,4,2,5,5,14,1
126,600,urssbauto,Ainceer,984,1135,Black,1135,Black,True,11.0,69.86,87.49,31.37,97.67,2,5,0,0,1,0,3,1,80.43,89.39,58.54,97.68,5,2,1,1,0,1,1,1,80.43,89.39,58.54,97.68,5,2,1,1,0,1,3,1
127,600,Ainceer,germanymora8313,1143,1088,White,1143,White,True,25.5,69.9,88.81,57.54,62.53,11,6,0,1,0,1,7,1,52.33,87.97,30.88,33.69,3,6,2,1,1,2,10,1,69.9,88.81,57.54,62.53,11,6,0,1,0,1,7,1
128,600,Ainceer,hygl17,1136,1181,White,1136,Black,False,6.0,66.08,99.1,50.0,49.12,2,2,0,0,0,0,2,2,77.53,56.16,76.43,100.0,3,1,0,0,1,0,1,0,66.08,99.1,50.0,49.12,2,2,0,0,0,0,2,2
129,600,Ainceer,lvargasm,1146,1195,White,1146,White,True,40.5,71.65,81.58,48.75,85.62,15,8,3,2,3,0,10,1,63.78,53.48,74.5,64.15,12,6,2,2,3,5,10,0,71.65,81.58,48.75,85.62,15,8,3,2,3,0,10,1
130,600,Ainceer,MeVict0r,1153,1052,White,1153,White,True,34.5,79.36,84.95,70.04,83.44,13,8,2,3,4,1,4,1,80.46,93.81,73.61,72.74,12,13,1,0,0,4,4,2,79.36,84.95,70.04,83.44,13,8,2,3,4,1,4,1
131,600,Ainceer,Franzie74,1162,1095,White,1162,White,True,15.5,63.88,78.32,36.27,74.15,3,3,1,0,5,0,4,1,51.94,81.46,32.89,41.46,2,3,1,0,2,1,6,1,63.88,78.32,36.27,74.15,3,3,1,0,5,0,4,1
132,600,droti66,Ainceer,1105,1153,Black,1153,White,False,17.0,79.32,76.5,66.55,98.03,8,5,0,0,1,0,3,1,64.03,68.12,59.4,64.69,2,6,1,2,0,2,4,1,64.03,68.12,59.4,64.69,2,6,1,2,0,2,3,1
133,600,contomman,Ainceer,1231,1146,Black,1146,White,False,26.5,74.79,83.5,76.51,64.35,10,8,0,0,2,3,4,2,63.09,78.86,61.93,46.66,8,3,3,2,2,0,8,2,63.09,78.86,61.93,46.66,8,3,3,2,2,0,4,2
134,600,ddevin25,Ainceer,1132,1155,Black,1155,Black,True,8.0,69.23,96.04,66.67,32.84,4,0,1,0,1,0,2,2,76.04,76.5,88.54,56.6,2,3,0,1,0,1,1,2,76.04,76.5,88.54,56.6,2,3,0,1,0,1,2,2
135,600,Ainceer,Ma7teo,1162,1097,White,1162,White,True,18.0,84.39,91.24,93.87,68.06,6,6,2,2,0,0,2,2,82.74,88.93,80.56,78.72,6,6,2,1,1,0,2,2,84.39,91.24,93.87,68.06,6,6,2,2,0,0,2,2
136,600,FS2222,Ainceer,1169,1154,Black,1154,White,False,19.5,38.31,51.84,43.33,16.67,5,2,0,0,0,1,12,2,32.41,65.27,24.38,2.1,3,2,0,0,0,2,12,2,32.41,65.27,24.38,2.1,3,2,0,0,0,2,12,2
137,600,pbu007,Ainceer,1169,1163,Black,1163,Black,True,25.0,55.81,55.96,60.72,50.72,9,3,1,1,0,0,11,2,60.36,66.66,45.16,68.49,11,1,2,0,0,3,8,1,60.36,66.66,45.16,68.49,11,1,2,0,0,3,11,1
138,600,Ainceer,antonlewz,1172,1182,White,1172,White,True,52.5,81.75,73.19,81.05,91.56,19,16,3,6,0,3,6,0,81.05,83.42,80.5,79.09,23,13,0,2,5,4,5,2,81.75,73.19,81.05,91.56,19,16,3,6,0,3,6,0
139,600,Ainceer,JayanL,1179,1130,White,1179,White,True,23.5,50.07,67.57,37.24,45.39,6,3,1,0,1,1,12,1,57.62,93.1,34.84,43.11,9,3,0,0,1,1,9,1,50.07,67.57,37.24,45.39,6,3,1,0,1,1,12,1
140,600,chavesrui,Ainceer,1194,1171,Black,1171,White,False,6.0,91.18,90.81,90.22,92.51,1,2,3,0,0,0,0,1,80.52,99.55,95.68,46.32,2,3,0,0,0,0,1,2,80.52,99.55,95.68,46.32,2,3,0,0,0,0,0,2
141,600,Ainceer,Fish2285110,1178,1123,White,1178,White,True,25.5,79.56,79.1,63.03,98.7,12,5,2,1,2,0,4,1,65.9,86.02,62.82,46.34,7,5,2,2,1,1,7,2,79.56,79.1,63.03,98.7,12,5,2,1,2,0,4,1
142,600,Fish2285110,Ainceer,1116,1185,Black,1185,Black,True,20.0,55.69,94.83,38.99,29.52,6,2,1,0,1,3,7,2,71.01,84.75,58.15,69.99,9,3,1,0,2,0,5,1,71.01,84.75,58.15,69.99,9,3,1,0,2,0,7,1
143,600,Ainceer,Fish2285110,1191,1110,White,1191,White,True,51.5,59.41,59.3,39.96,78.96,15,6,5,1,3,6,16,1,54.98,53.47,65.37,46.11,13,9,2,1,3,3,20,2,59.41,59.3,39.96,78.96,15,6,5,1,3,6,16,1
144,600,Ainceer,Amin2800,1199,1201,White,1199,White,True,31.5,63.1,80.76,46.19,62.28,8,9,1,1,1,3,9,1,55.8,52.76,62.09,52.85,8,6,0,0,3,2,12,0,63.1,80.76,46.19,62.28,8,9,1,1,1,3,9,1
145,600,Ainceer,Ziva2019,1207,1170,White,1207,White,True,24.5,69.56,89.33,32.01,84.85,6,6,4,0,2,2,5,1,55.67,79.44,49.64,37.91,5,4,2,2,2,0,9,2,69.56,89.33,32.01,84.85,6,6,4,0,2,2,5,1
146,600,geist110,Ainceer,1159,1214,Black,1214,Black,True,30.0,64.41,70.13,51.52,71.59,7,6,1,3,4,0,9,1,84.88,95.56,69.7,89.37,12,9,4,0,2,0,3,1,84.88,95.56,69.7,89.37,12,9,4,0,2,0,9,1
147,600,ipoka,Ainceer,1184,1221,Black,1221,Black,True,29.0,65.56,83.11,50.29,63.03,10,3,2,4,1,1,8,1,47.22,65.62,29.8,46.11,7,4,1,0,2,1,14,1,47.22,65.62,29.8,46.11,7,4,1,0,2,1,8,1
148,600,caluacos20,Ainceer,1203,1212,Black,1212,White,False,15.5,85.68,89.15,97.57,69.63,8,4,1,0,0,2,1,2,69.9,94.97,53.55,61.17,7,1,3,0,0,0,4,1,69.9,94.97,53.55,61.17,7,1,3,0,0,0,1,1
149,600,Ainceer,1maxilus1,1221,1231,White,1221,White,True,16.5,71.75,95.47,41.33,79.79,5,5,0,1,2,1,3,1,64.7,78.69,52.6,60.01,4,2,1,3,2,0,4,1,71.75,95.47,41.33,79.79,5,5,0,1,2,1,3,1
150,600,vsivaraman,Ainceer,1053,1229,Black,1229,Black,True,56.0,79.99,89.16,81.9,68.29,24,8,6,5,5,1,7,2,78.74,76.85,87.83,71.16,24,8,5,4,6,2,7,2,78.74,76.85,87.83,71.16,24,8,5,4,6,2,7,2
151,600,Ainceer,Korzok,1219,1162,White,1219,Black,False,27.0,74.3,81.8,81.41,59.69,8,7,3,1,2,1,5,2,68.36,91.29,56.68,57.12,8,6,3,1,0,2,7,1,74.3,81.8,81.41,59.69,8,7,3,1,2,1,5,2
152,600,Ioannis2011,Ainceer,1260,1220,Black,1220,Draw,False,53.5,75.39,72.42,66.35,87.39,24,10,4,1,4,0,11,1,71.58,75.64,66.75,72.4,25,7,3,2,2,1,13,1,71.58,75.64,66.75,72.4,25,7,3,2,2,1,11,1
153,600,drivephangan,Ainceer,1219,1220,Black,1220,Draw,False,93.0,75.74,71.12,74.23,81.86,33,27,2,3,5,6,17,0,78.74,83.94,72.47,79.79,31,28,6,4,6,4,14,1,78.74,83.94,72.47,79.79,31,28,6,4,6,4,17,1
154,600,Ainceer,mhmdsayed1122,1212,1239,White,1212,Black,False,36.5,70.9,70.48,75.17,67.09,10,8,3,4,3,2,7,2,72.39,71.56,48.05,97.54,11,11,3,1,0,1,9,1,70.9,70.48,75.17,67.09,10,8,3,4,3,2,7,2
155,600,Ainceer,blackpawn5,1204,1241,White,1204,Black,False,11.0,77.67,96.86,86.22,40.67,1,5,1,2,0,0,2,2,75.16,80.69,75.99,66.67,3,1,3,1,1,1,1,2,77.67,96.86,86.22,40.67,1,5,1,2,0,0,2,2
156,600,Ainceer,giovanni195901010,1196,1196,White,1196,Black,False,34.0,60.0,82.7,50.26,44.98,7,9,2,2,0,1,13,2,70.6,69.3,52.85,89.78,13,6,2,0,5,0,8,1,60.0,82.7,50.26,44.98,7,9,2,2,0,1,13,2
157,600,Ainceer,LittoGJ,1187,1156,White,1187,Black,False,15.0,74.32,86.24,93.64,43.07,3,7,0,1,0,1,3,2,69.91,72.68,73.56,63.51,5,1,0,5,0,1,3,2,74.32,86.24,93.64,43.07,3,7,0,1,0,1,3,2
158,600,Cancer8er0,Ainceer,1143,1194,Black,1194,Black,True,24.0,59.34,54.11,59.72,64.19,7,5,0,1,1,2,8,0,61.24,45.01,69.14,69.56,10,3,0,0,1,2,8,0,61.24,45.01,69.14,69.56,10,3,0,0,1,2,8,0
159,600,Ainceer,ehlimanhhh,1186,1214,White,1186,Black,False,8.0,64.95,99.3,73.1,1.21,1,3,0,1,0,1,2,2,93.12,83.73,97.93,100.0,4,2,1,0,1,0,0,0,64.95,99.3,73.1,1.21,1,3,0,1,0,1,2,2
160,600,capone138,Ainceer,1170,1194,Black,1194,Black,True,29.0,73.42,80.45,63.47,76.65,10,7,2,0,3,2,5,1,61.14,65.29,41.36,78.52,11,2,4,1,1,0,10,1,61.14,65.29,41.36,78.52,11,2,4,1,1,0,5,1
161,600,89mike89,Ainceer,1197,1194,Black,1194,Draw,False,31.0,47.77,69.48,26.28,45.38,6,5,0,3,0,3,14,1,60.43,54.14,67.93,59.84,9,5,2,1,2,0,12,0,60.43,54.14,67.93,59.84,9,5,2,1,2,0,14,0
162,600,Doctor2M,Ainceer,1203,1202,Black,1202,Black,True,58.0,79.9,58.91,83.8,98.09,25,17,2,2,0,2,10,0,87.92,79.39,93.55,91.27,28,14,3,5,4,2,2,0,87.92,79.39,93.55,91.27,28,14,3,5,4,2,10,0
163,600,Ainceer,bryglow,1211,1219,White,1211,White,True,41.5,64.95,71.03,70.2,53.61,17,4,1,1,5,1,13,2,64.95,69.78,67.05,57.48,15,4,2,2,5,2,11,2,64.95,71.03,70.2,53.61,17,4,1,1,5,1,13,2
164,600,Asian_Swag,Ainceer,1164,1218,Black,1218,Black,True,16.0,89.84,99.22,94.18,74.24,4,9,1,1,0,0,1,2,86.61,97.8,89.13,70.66,6,4,3,1,1,0,1,2,86.61,97.8,89.13,70.66,6,4,3,1,1,0,1,2
165,600,DutchRudder5,Ainceer,1194,1209,Black,1209,White,False,16.0,72.59,84.75,48.4,82.2,6,5,0,0,0,0,5,1,68.01,69.66,55.24,78.8,3,6,0,1,1,1,4,1,68.01,69.66,55.24,78.8,3,6,0,1,1,1,5,1
166,600,onthemargin,Ainceer,1195,1200,Black,1200,White,False,21.5,68.79,83.22,38.34,82.76,5,6,2,1,1,2,5,1,67.17,80.51,45.29,75.7,9,2,2,1,0,1,6,1,67.17,80.51,45.29,75.7,9,2,2,1,0,1,5,1
167,600,Ainceer,Hoangquan9195,1207,1169,White,1207,White,True,21.5,55.59,81.56,26.17,55.34,4,4,2,0,3,1,8,1,79.21,90.02,71.94,75.66,5,8,2,1,0,3,2,1,55.59,81.56,26.17,55.34,4,4,2,0,3,1,8,1
168,600,Ainceer,edzavna,1200,1249,White,1200,Black,False,30.0,58.11,77.92,35.64,60.77,6,7,1,2,2,2,10,1,73.22,66.58,60.82,92.28,12,6,1,3,1,0,7,1,58.11,77.92,35.64,60.77,6,7,1,2,2,2,10,1
169,600,DirkBonaobra,Ainceer,1182,1191,Black,1191,White,False,21.5,66.44,79.3,36.85,81.32,6,5,1,2,2,0,6,1,63.34,93.11,53.63,43.29,8,4,0,0,1,2,6,2,63.34,93.11,53.63,43.29,8,4,0,0,1,2,6,2
170,600,Ainceer,ShifuOfChess,1199,1178,White,1199,White,True,4.5,97.92,95.01,99.8,100.0,2,3,0,0,0,0,0,0,66.72,86.16,94.53,0.0,1,1,0,1,0,0,1,2,97.92,95.01,99.8,100.0,2,3,0,0,0,0,0,0
171,600,Ainceer,mambotango2,1207,1180,White,1207,White,True,28.5,62.06,79.2,36.67,71.23,10,5,1,1,0,3,9,1,58.72,76.65,62.9,34.63,7,6,4,0,0,0,11,2,62.06,79.2,36.67,71.23,10,5,1,1,0,3,9,1
172,600,iol0310,Ainceer,1148,1214,Black,1214,Black,True,10.0,75.64,97.01,100.0,22.79,5,2,0,0,1,0,2,2,79.97,90.52,77.25,68.62,4,3,0,1,0,1,1,2,79.97,90.52,77.25,68.62,4,3,0,1,0,1,2,2
173,600,leaderfirestar,Ainceer,1221,1222,Black,1222,Black,True,35.5,72.34,87.3,47.23,82.49,12,9,1,3,3,1,7,1,81.96,79.73,76.26,90.63,17,9,1,1,1,1,5,1,81.96,79.73,76.26,90.63,17,9,1,1,1,1,7,1
174,600,Ainceer,waynebcox,1215,1255,White,1215,Black,False,18.0,57.31,96.12,58.74,17.07,1,7,2,0,1,0,7,2,61.36,89.59,34.19,60.3,3,3,3,2,1,0,6,1,57.31,96.12,58.74,17.07,1,7,2,0,1,0,7,2
175,600,JonWeb,Ainceer,1225,1207,Black,1207,White,False,23.0,85.79,86.3,90.47,79.85,10,7,2,0,1,0,3,2,79.4,83.01,82.77,71.43,12,4,1,0,2,0,4,2,79.4,83.01,82.77,71.43,12,4,1,0,2,0,3,2
176,600,Ainceer,BrasdfsdfveLock,1200,1256,White,1200,Black,False,38.5,64.63,58.83,74.86,60.2,12,9,2,1,2,2,11,0,73.31,75.72,59.74,85.41,16,9,1,0,1,3,8,1,64.63,58.83,74.86,60.2,12,9,2,1,2,2,11,0
177,600,aajjbbmm,Ainceer,1200,1208,Black,1208,Black,True,43.0,68.32,83.16,62.96,57.79,16,6,3,1,4,4,9,2,65.16,81.58,63.84,48.87,18,8,0,1,1,1,14,2,65.16,81.58,63.84,48.87,18,8,0,1,1,1,9,2
178,600,erredi,Ainceer,1227,1200,Black,1200,White,False,30.0,78.41,94.75,64.0,76.49,10,7,3,3,3,0,4,1,66.44,92.93,59.44,46.96,6,8,3,2,2,1,8,2,66.44,92.93,59.44,46.96,6,8,3,2,2,1,4,2
179,600,Ainceer,TomTomDor29,1207,1159,White,1207,White,True,15.5,71.18,85.08,64.29,61.41,6,5,0,0,0,0,5,2,50.53,52.52,44.25,54.81,3,2,0,1,1,2,6,1,71.18,85.08,64.29,61.41,6,5,0,0,0,0,5,2
180,600,TomTomDor29,Ainceer,1152,1214,Black,1214,Black,True,26.0,62.68,66.7,57.4,64.09,5,5,1,2,5,3,5,1,59.58,50.96,57.48,71.65,7,3,3,1,2,2,8,0,59.58,50.96,57.48,71.65,7,3,3,1,2,2,5,0
181,600,Ainceer,textexas,1222,1194,White,1222,White,True,4.5,99.46,99.1,99.55,100.0,3,2,0,0,0,0,0,0,40.14,56.16,48.24,0.0,1,0,0,0,0,1,2,2,99.46,99.1,99.55,100.0,3,2,0,0,0,0,0,0
182,600,Ainceer,Escolhido,1230,1216,White,1230,White,True,54.5,87.07,97.78,73.92,88.92,31,12,4,2,0,0,6,1,81.43,71.44,77.3,95.57,21,17,2,2,3,2,7,0,87.07,97.78,73.92,88.92,31,12,4,2,0,0,6,1
183,600,Ainceer,amit1903,1221,1200,White,1221,Black,False,53.0,67.63,67.73,63.91,71.47,16,15,0,1,2,7,12,1,70.37,63.73,72.83,74.8,18,11,4,3,2,1,14,0,67.63,67.73,63.91,71.47,16,15,0,1,2,7,12,1
184,600,Deoxisq8q92,Ainceer,1228,1229,Black,1229,Black,True,32.5,65.67,90.52,56.18,50.31,16,3,1,1,0,1,11,2,69.44,74.87,62.57,71.03,14,4,1,0,4,2,7,1,69.44,74.87,62.57,71.03,14,4,1,0,4,2,11,1
185,600,anthonyfelicilda,Ainceer,1196,1236,Black,1236,Black,True,14.0,62.89,69.15,62.5,55.55,5,1,1,0,1,3,3,2,86.96,98.87,83.11,76.87,8,4,0,0,0,0,2,2,86.96,98.87,83.11,76.87,8,4,0,0,0,0,3,2
186,600,josean5,Ainceer,1221,1227,Black,1227,White,False,15.5,80.25,89.26,75.12,74.56,7,3,0,1,2,2,1,2,78.4,98.7,76.49,60.0,7,4,1,0,0,0,3,2,78.4,98.7,76.49,60.0,7,4,1,0,0,0,1,2
187,600,Ainceer,blessed10,1219,1240,White,1219,Black,False,29.0,59.32,86.66,40.44,49.91,7,7,1,1,1,2,10,1,79.74,84.37,62.41,93.85,12,7,1,2,1,3,3,1,59.32,86.66,40.44,49.91,7,7,1,1,1,2,10,1
188,600,Koch-10,Ainceer,1246,1228,Black,1228,Black,True,56.0,51.26,45.52,47.38,61.4,14,9,2,2,2,2,25,0,61.69,54.41,51.86,79.75,18,10,2,3,2,3,18,1,61.69,54.41,51.86,79.75,18,10,2,3,2,3,25,1
189,180,julienxu,Ainceer,660,735,Black,735,Black,True,36.0,60.51,69.79,46.44,65.31,6,12,1,2,1,1,13,1,55.92,70.86,45.44,51.46,11,6,1,0,3,0,15,1,55.92,70.86,45.44,51.46,11,6,1,0,3,0,13,1
190,180,Gorjito10,Ainceer,767,758,Black,758,Black,True,30.0,68.09,84.2,62.56,57.5,12,3,2,1,3,2,7,2,68.95,64.5,75.5,66.84,10,4,5,0,1,3,7,0,68.95,64.5,75.5,66.84,10,4,5,0,1,3,7,0
191,180,Ainceer,Crown_23,758,1075,White,758,White,True,20.5,73.09,96.65,65.41,57.22,7,7,1,0,1,1,4,2,71.01,95.62,60.96,54.01,9,3,1,0,1,2,4,2,73.09,96.65,65.41,57.22,7,7,1,0,1,1,4,2
192,180,Crown_23,Ainceer,1075,758,Black,758,Black,True,25.0,56.31,82.78,48.69,34.16,6,6,0,1,2,0,10,2,62.34,75.98,69.58,39.77,11,3,1,0,0,1,9,2,62.34,75.98,69.58,39.77,11,3,1,0,0,1,10,2
193,180,Ainceer,Crown_23,758,1075,White,758,Draw,False,3.5,87.24,99.1,94.53,56.21,1,2,0,0,1,0,0,2,62.62,12.33,100.0,75.54,1,0,0,1,0,0,1,0,87.24,99.1,94.53,56.21,1,2,0,0,1,0,0,2
194,180,Crown_23,Ainceer,1075,758,Black,758,White,False,15.0,58.58,97.2,58.19,20.37,5,4,0,0,0,0,6,2,61.82,53.49,71.38,60.6,6,1,1,1,1,0,5,0,61.82,53.49,71.38,60.6,6,1,1,1,1,0,6,0
195,600,Ainceer,SrideviRaj,1220,1216,White,1220,Black,False,20.0,57.88,58.45,72.02,40.72,3,2,1,4,3,1,6,2,48.84,47.8,33.75,67.67,3,3,0,1,2,3,8,1,57.88,58.45,72.02,40.72,3,2,1,4,3,1,6,2
196,600,Ainceer,joaquinespiga,1228,1193,White,1228,White,True,22.5,70.72,85.05,55.5,71.74,12,3,1,0,0,0,7,1,48.27,82.39,24.08,33.48,2,6,1,0,1,3,9,1,70.72,85.05,55.5,71.74,12,3,1,0,0,0,7,1
197,180,Ainceer,Crown_23,758,1107,White,758,White,True,27.5,83.43,92.35,89.48,67.47,8,11,1,1,5,0,2,2,54.51,85.94,44.18,33.41,7,1,3,3,1,1,11,2,83.43,92.35,89.48,67.47,8,11,1,1,5,0,2,2
198,180,Crown_23,Ainceer,1107,758,Black,758,White,False,34.5,69.65,84.33,54.13,70.56,13,4,2,2,5,2,7,1,75.62,77.07,78.83,70.82,15,5,1,2,5,1,5,2,75.62,77.07,78.83,70.82,15,5,1,2,5,1,7,2
199,180,Ainceer,Crown_23,758,1107,White,758,Black,False,34.0,67.86,68.17,69.9,65.47,18,1,1,2,1,1,10,2,72.91,84.66,62.18,70.82,16,4,1,2,2,2,7,1,67.86,68.17,69.9,65.47,18,1,1,2,1,1,10,2
200,180,Crown_23,Ainceer,1107,758,Black,758,Draw,False,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
201,180,Ainceer,Crown_23,758,1107,White,758,White,True,47.5,70.19,67.09,69.15,74.32,13,14,5,2,0,1,13,0,73.0,74.87,68.35,75.98,16,12,4,2,1,2,10,1,70.19,67.09,69.15,74.32,13,14,5,2,0,1,13,0
202,180,Crown_23,Ainceer,1107,758,Black,758,White,False,39.5,76.17,94.78,64.43,67.86,19,5,2,1,3,4,6,1,70.11,87.33,58.11,64.89,19,4,2,1,1,3,9,1,70.11,87.33,58.11,64.89,19,4,2,1,1,3,6,1
203,180,Ainceer,Crown_23,758,1107,White,758,Black,False,7.0,60.39,88.84,78.1,0.0,1,2,0,1,1,0,2,2,64.89,86.34,97.61,0.0,2,1,1,1,0,0,2,2,60.39,88.84,78.1,0.0,1,2,0,1,1,0,2,2
204,180,Crown_23,Ainceer,1107,758,Black,758,Black,True,17.0,55.4,74.01,48.87,40.9,5,2,1,0,1,2,6,2,51.45,57.62,47.43,48.85,4,1,3,0,1,1,7,1,51.45,57.62,47.43,48.85,4,1,3,0,1,1,6,1
205,180,Ainceer,Crown_23,758,1107,White,758,Black,False,8.0,84.33,99.75,67.04,87.13,4,2,0,1,0,0,1,1,93.23,82.02,99.93,100.0,4,2,1,0,1,0,0,0,84.33,99.75,67.04,87.13,4,2,0,1,0,0,1,1
206,180,Ainceer,ToreHund69,778,772,White,778,White,True,5.5,88.11,99.1,66.0,99.2,3,2,0,0,0,1,0,1,14.38,6.54,29.42,0.0,0,0,0,0,0,1,4,2,88.11,99.1,66.0,99.2,3,2,0,0,0,1,0,1
